Number,Word (Portuguese),Word (English),Imag_M,Imag_SD,Conc_M,Conc_SD,Subfreq_M,Subfreq_SD,P-PAL_Nlett,P-PAL_Nsyll,P-PAL_Syllabicstruct,P-PAL_PoS,P-PAL_FREQmil,P-PAL_FREQlog10,P-PAL_FREQZipf,P-PAL_ON,P-PAL_OLD20
1066,dália,dahlia,4.91,2.10,5.85,1.43,1.83,0.79,5,2,CV.CVV,N,0.259,0.100,2.413,0,1.950
1067,dama,lady,4.98,1.87,5.07,1.76,2.91,1.20,4,2,CV.CV,N,6.439,0.872,3.809,14,1.150
1068,damasco,apricot,4.69,2.28,6.17,1.16,2.07,0.80,7,3,CV.CVC.CV,N,0.723,0.236,2.859,0,2.550
1069,dança,dance,5.66,1.52,5.14,1.69,4.93,1.49,5,2,CVC.CV,"N,V",56.240,1.758,4.750,4,1.600
1070,dano,harm,4.17,1.88,3.89,1.80,3.82,1.44,4,2,CV.CV,"N,V",2.809,0.581,3.449,15,1.000
1071,data,date,4.22,2.07,3.90,2.13,6.20,0.99,4,2,CV.CV,"N,V",143.405,2.160,5.157,17,1.000
1072,debate,debate,4.56,1.88,4.30,1.91,4.26,1.35,6,3,CV.CV.CV,"N,V",176.566,2.249,5.247,8,1.400
1073,débil,feeble,3.85,1.88,2.49,1.09,3.24,1.10,5,2,CV.CVC,"ADJ,N",4.270,0.722,3.630,0,2.450
1074,década,decade,3.17,1.90,4.19,2.24,3.60,1.23,6,3,CV.CV.CV,N,81.014,1.914,4.909,0,1.950
1075,decadência,decay,3.40,1.71,2.78,1.73,3.89,1.58,10,4,CV.CV.CVC.CVV,N,8.398,0.973,3.924,0,2.800
1076,decente,decent,3.51,1.81,3.35,1.68,4.77,1.40,7,3,CV.CVC.CV,ADJ,2.887,0.590,3.461,4,1.700
1077,decisão,decision,3.45,1.96,3.66,1.93,5.60,1.31,7,3,CV.CV.CVV,N,299.037,2.477,5.476,1,1.950
1078,decisivo,decisive,3.29,1.75,3.20,1.95,4.73,1.38,8,4,CV.CV.CV.CV,ADJ,31.388,1.510,4.497,1,2.550
1079,declaração,statement,4.03,1.83,4.00,1.74,4.84,1.39,10,4,CV.CCV.CV.CVV,N,74.018,1.875,4.869,2,2.300
1080,declínio,decline,3.74,1.77,2.81,1.74,3.35,1.27,8,3,CV.CCV.CVV,N,10.591,1.064,4.025,1,2.650
1081,declive,declivity,4.48,1.91,4.57,1.79,3.47,1.68,7,3,CV.CCV.CV,"N,V",1.563,0.409,3.194,1,2.150
1082,decoração,decoration,4.75,1.70,4.64,1.75,4.14,1.35,9,4,CV.CV.CV.CVV,N,10.821,1.073,4.034,2,1.900
1083,decreto,decree,3.19,1.70,3.93,1.82,3.79,1.54,7,3,CV.CCV.CV,"N,V",24.954,1.414,4.397,4,1.700
1084,decurso,course,2.39,1.44,2.47,1.27,2.98,1.32,7,3,CV.CVC.CV,"ADJ,N",13.000,1.146,4.114,1,2.100
1085,dedal,thimble,5.28,1.95,6.10,1.51,2.69,0.97,5,2,CV.CVC,N,0.181,0.072,2.257,1,1.950
1086,dedicado,devoted,3.73,1.91,2.98,1.62,4.93,1.06,8,4,CV.CV.CV.CV,"ADJ,V",37.529,1.586,4.574,4,1.700
1087,dedo,finger,6.11,1.45,6.61,0.82,6.04,1.17,4,2,CV.CV,N,16.957,1.254,4.229,10,1.400
1088,defeito,defect,3.46,1.84,3.42,1.71,4.81,1.19,7,3,CV.CVV.CV,N,8.427,0.974,3.926,2,1.750
1089,defensivo,defensive,3.67,1.83,3.18,1.60,4.40,1.40,9,4,CV.CVC.CV.CV,"ADJ,N",6.971,0.902,3.843,1,2.600
1090,defensor,defender,3.47,1.77,3.41,1.58,3.68,1.11,8,3,CV.CVC.CVC,N,14.138,1.180,4.150,0,2.400
1091,defesa,defense,3.51,1.89,3.69,1.90,5.19,1.37,6,3,CV.CV.CV,"ADJ,N",262.651,2.421,5.419,3,1.700
1092,défice,deficit,3.36,1.95,2.97,1.73,4.93,1.75,6,3,CV.CV.CV,N,49.684,1.705,4.696,0,2.700
1093,deficiência,deficiency,4.65,1.71,4.64,1.52,4.39,1.44,11,5,CV.CV.CV.VC.CVV,N,7.006,0.903,3.845,0,2.750
1094,deficiente,handicapped,5.21,1.69,4.72,1.68,4.58,1.53,10,5,CV.CV.CV.VC.CV,"ADJ,N",12.409,1.127,4.094,0,2.550
1095,definição,definition,3.11,1.95,3.21,1.92,5.35,1.41,9,4,CV.CV.CV.CVV,N,52.327,1.727,4.719,1,2.600
1096,degradação,degradation,3.95,1.71,3.75,1.80,3.66,1.12,10,4,CV.CCV.CV.CVV,N,28.452,1.469,4.454,1,2.500
1097,delegação,delegation,3.16,1.59,4.00,1.85,3.23,1.22,9,4,CV.CV.CV.CVV,N,68.053,1.839,4.833,3,2.000
1098,delegado,delegate,4.39,2.01,4.47,1.73,4.05,1.57,8,4,CV.CV.CV.CV,"ADJ,N,V",30.035,1.492,4.478,3,1.700
1099,deleite,delight,3.14,1.78,2.70,1.27,2.28,1.18,7,3,CV.CVV.CV,"N,V",1.480,0.395,3.170,2,1.700
1100,delgado,slender,3.82,1.79,3.92,1.69,2.56,0.92,7,3,CVC.CV.CV,"ADJ,N",3.132,0.616,3.496,1,1.850
1101,delicado,delicate,3.84,1.66,3.27,1.67,4.55,1.39,8,4,CV.CV.CV.CV,ADJ,7.431,0.926,3.871,4,1.700
1102,delicioso,luscious,4.29,1.91,3.67,1.94,5.22,1.42,9,5,CV.CV.CV.V.CV,ADJ,2.027,0.481,3.307,1,2.250
1103,delírio,delirium,3.89,2.09,3.14,1.61,3.72,1.39,7,3,CV.CV.CVV,N,7.274,0.918,3.862,0,2.300
1104,delito,misdemeanor,3.54,1.58,3.53,1.79,3.15,1.31,6,3,CV.CV.CV,N,7.836,0.946,3.894,5,1.600
1105,demente,insane,3.79,1.93,3.09,1.34,3.65,1.61,7,3,CV.CVC.CV,"ADJ,N,V",0.664,0.221,2.822,5,1.600
1106,demissão,resignation,3.32,1.89,3.49,1.91,3.54,1.63,8,3,CV.CVC.CVV,N,65.259,1.821,4.815,1,2.350
1107,democracia,democracy,3.64,1.92,2.75,2.12,4.21,1.45,10,5,CV.CV.CCV.CV.V,N,99.803,2.004,4.999,0,2.600
1108,democrata,democrat,3.53,1.92,4.05,1.97,3.98,1.62,9,4,CV.CV.CCV.CV,"ADJ,N",19.458,1.311,4.289,0,2.650
1109,demolição,demolition,4.92,1.75,5.19,1.50,3.11,1.02,9,4,CV.CV.CV.CVV,N,11.940,1.112,4.077,1,2.600
1110,demónio,demon,5.00,1.69,3.60,2.16,3.34,1.48,7,3,CV.CV.CVV,N,3.161,0.619,3.500,0,2.450
1111,demonstração,demonstration,3.39,1.85,3.36,1.58,4.84,1.29,12,4,CV.CVCC.CCV.CVV,N,15.262,1.211,4.184,1,2.600
1112,demora,delay,3.43,1.68,3.12,1.79,5.68,1.32,6,3,CV.CV.CV,"N,V",15.575,1.219,4.192,6,1.550
1113,densidade,thickness,3.02,1.77,3.54,1.72,3.54,1.28,9,4,CVC.CV.CV.CV,N,9.829,1.035,3.993,0,2.600
1114,denso,dense,3.08,1.71,3.46,1.77,3.59,1.39,5,2,CVC.CV,ADJ,2.931,0.595,3.467,7,1.600
1115,dente,tooth,6.31,1.42,6.69,0.66,5.11,1.26,5,2,CVC.CV,N,3.894,0.690,3.590,11,1.150
1116,dentista,dentist,5.59,1.92,6.49,0.68,3.53,1.12,8,3,CVC.CVC.CV,"ADJ,N",1.969,0.473,3.294,0,1.950
1117,denúncia,denunciation,3.06,1.73,2.91,1.37,3.79,1.49,8,3,CV.CVC.CVV,N,21.764,1.357,4.338,2,2.150
1118,departamento,department,3.77,2.04,4.48,1.72,4.79,1.36,12,5,CV.CVC.CV.CVC.CV,N,41.848,1.632,4.622,0,2.650
1119,dependência,dependence,3.44,1.70,3.02,1.62,4.02,1.34,11,4,CV.CVC.CVC.CVV,N,23.635,1.392,4.374,0,2.850
1120,dependente,dependent,3.44,1.85,3.05,1.82,4.47,1.48,10,4,CV.CVC.CVC.CV,ADJ,26.005,1.431,4.415,0,2.500
1121,depoimento,testimony,3.59,1.95,4.29,1.76,3.21,1.37,10,4,CV.CVV.CVC.CV,N,11.490,1.097,4.060,0,2.700
1122,depósito,deposit,4.31,1.80,5.12,1.55,4.35,1.23,8,4,CV.CV.CV.CV,N,16.835,1.251,4.226,1,2.600
1123,depressão,depression,4.25,1.95,2.58,1.45,4.41,1.57,9,3,CV.CCVC.CVV,N,8.828,0.993,3.946,1,2.300
1124,deprimido,depressed,3.84,1.99,3.08,1.64,4.72,1.45,9,4,CV.CCV.CV.CV,"ADJ,V",1.681,0.428,3.226,2,1.800
1125,deputado,deputy,5.38,1.76,5.29,1.57,4.72,1.77,8,4,CV.CV.CV.CV,"N,V",106.325,2.031,5.027,4,1.750
1126,derrota,defeat,3.76,1.85,3.41,1.90,4.28,1.33,7,3,CVC.CV.CV,"N,V",74.892,1.880,4.874,4,1.600
1127,derrotado,defeated,3.98,1.41,2.98,1.81,3.52,1.17,9,4,CVC.CV.CV.CV,"ADJ,V",20.064,1.324,4.302,3,1.750
1128,desafio,challenge,4.19,1.87,3.83,1.69,4.74,1.45,7,4,CV.CV.CV.V,"N,V",53.197,1.734,4.726,2,1.700
1129,desagradável,nasty,3.90,1.85,2.97,1.81,4.88,1.31,12,5,CV.CV.CCV.CV.CVC,ADJ,6.805,0.892,3.833,0,3.250
1130,desajeitado,clumsy,3.86,1.84,4.09,1.80,4.31,1.49,11,5,CV.CV.CVV.CV.CV,ADJ,0.151,0.061,2.180,1,2.350
1131,desanimado,discouraged,3.52,1.85,3.36,1.79,5.04,1.30,10,5,CV.CV.CV.CV.CV,"ADJ,N,V",0.953,0.291,2.979,1,1.800
1132,desastre,disaster,4.73,1.76,3.69,1.87,4.43,1.49,8,3,CV.CVC.CCV,N,22.263,1.367,4.348,0,2.450
1133,desastroso,disastrous,3.53,2.00,3.09,1.25,3.88,1.40,10,4,CV.CVC.CCV.CV,ADJ,3.190,0.622,3.504,1,2.650
1134,desavença,quarrel,3.25,1.83,2.81,1.47,2.71,0.94,9,4,CV.CV.CVC.CV,N,0.630,0.212,2.800,0,2.600
1135,descanso,rest,4.10,2.02,3.75,1.87,6.27,0.80,8,3,CVC.CVC.CV,"N,V",15.535,1.218,4.191,2,1.750
1136,descarado,brazen,3.52,1.87,3.23,1.78,3.59,1.26,9,4,CVC.CV.CV.CV,"ADJ,V",1.016,0.305,3.007,5,1.600
1137,descarga,discharge,3.83,1.91,3.55,1.78,4.14,1.32,8,3,CVC.CVC.CV,N,7.939,0.951,3.900,3,1.800
1138,descida,descent,5.10,1.75,5.16,1.50,5.18,1.36,7,3,CVC.CV.CV,"N,V",48.424,1.694,4.685,3,1.600
1139,desconfiado,suspicious,3.13,1.65,3.07,1.96,4.86,1.16,11,5,CVC.CVC.CV.V.CV,"ADJ,V",2.399,0.531,3.380,1,1.950
1140,desconfiança,suspicion,3.17,1.88,2.85,1.91,4.21,1.47,12,5,CVC.CVC.CV.VC.CV,N,18.066,1.280,4.257,0,2.650
1141,descontente,displeased,3.92,1.78,3.26,1.72,4.37,1.57,11,4,CVC.CVC.CVC.CV,"ADJ,V",4.749,0.760,3.677,2,2.450
1142,desconto,discount,4.16,2.14,4.05,1.73,5.04,1.36,8,3,CVC.CVC.CV,"N,V",11.764,1.106,4.071,2,1.800
1143,descontraído,easygoing,4.23,1.78,3.10,1.66,4.79,1.31,12,5,CVC.CVC.CCV.V.CV,"ADJ,V",2.672,0.565,3.427,1,2.200
1144,descrição,discription,3.31,1.76,3.14,1.76,5.05,1.42,9,3,CVC.CCV.CVV,N,12.389,1.127,4.093,1,2.450
1145,desculpa,excuse,3.61,2.05,3.53,2.01,6.33,0.82,8,3,CVC.CVC.CV,"INT,N,V",16.366,1.240,4.214,2,1.650
1146,desdém,scorn,2.49,1.43,2.23,1.15,2.96,1.22,6,2,CVC.CVC,N,2.233,0.510,3.349,0,2.450
1147,desdenhoso,disdainful,2.34,1.31,2.23,1.23,1.80,0.78,10,4,CVC.CV.CCV.CV,ADJ,0.371,0.137,2.570,1,2.500
1148,desejo,wish,4.10,1.97,3.17,1.72,5.33,1.37,6,3,CV.CV.CV,"N,V",62.366,1.802,4.795,2,1.750
1149,desempenho,performance,3.24,1.92,2.87,1.41,5.18,1.40,10,4,CV.CVC.CV.CCV,"N,V",26.049,1.432,4.416,2,1.700
1150,desemprego,unemployment,4.23,2.05,4.02,2.05,6.00,1.19,10,4,CV.CVC.CCV.CV,"N,V",91.752,1.967,4.963,1,2.300
1151,desenhador,draughtsman,4.97,1.67,4.66,1.53,2.65,1.08,10,4,CV.CV.CCV.CVC,N,3.859,0.687,3.587,1,1.850
1152,desenho,drawing,5.63,1.34,5.60,1.63,4.89,1.28,7,3,CV.CV.CCV,"N,V",33.821,1.542,4.529,5,1.550
1153,deserto,desert,5.85,1.55,5.98,1.18,3.35,1.18,7,3,CV.CVC.CV,"ADJ,N,V",19.243,1.306,4.284,4,1.600
1154,desertor,deserter,2.91,1.71,2.96,1.21,2.20,1.01,8,3,CV.CVC.CVC,N,0.811,0.258,2.909,3,1.750
1155,desesperado,despairing,4.10,1.90,3.43,1.83,4.07,1.32,11,5,CV.CVC.CV.CV.CV,"ADJ,V",5.208,0.793,3.717,1,1.900
1156,desespero,despair,4.34,2.11,3.02,1.73,4.39,1.67,9,4,CV.CVC.CV.CV,"N,V",19.971,1.322,4.300,2,2.150
1157,desfavorável,unfavorable,2.95,1.82,2.93,1.69,4.28,1.37,12,5,CVC.CV.CV.CV.CVC,ADJ,8.330,0.970,3.921,0,3.350
1158,desfecho,upshot,3.27,1.98,2.77,1.46,3.59,1.42,8,3,CVC.CV.CCV,"N,V",18.809,1.297,4.274,1,2.100
1159,desfiladeiro,canyon,4.56,2.02,4.76,1.96,2.33,1.21,12,5,CVC.CV.CV.CVV.CV,N,0.469,0.167,2.671,0,3.800
1160,desfile,parade,5.63,1.22,4.79,1.84,3.31,1.27,7,3,CVC.CV.CV,"N,V",19.068,1.303,4.280,3,1.600
1161,desgaste,wear,3.15,1.75,3.50,1.61,4.28,1.44,8,3,CVC.CVC.CV,"N,V",10.577,1.064,4.024,4,1.600
1162,desgosto,grief,3.64,1.83,2.98,1.87,4.00,1.52,8,3,CVC.CVC.CV,"N,V",5.413,0.807,3.733,3,1.750
1163,desgraça,disgrace,4.05,2.04,3.47,1.84,4.61,1.51,8,3,CVC.CCV.CV,"N,V",14.876,1.201,4.173,2,1.750
1164,designação,designation,2.69,1.82,2.82,1.35,3.91,1.52,10,4,CV.CVC.CV.CVV,N,26.821,1.444,4.429,2,2.400
1165,desigualdade,inequality,3.21,1.75,2.54,1.51,4.19,1.32,12,5,CV.CV.CVVC.CV.CV,N,5.643,0.822,3.752,0,3.700
1166,desilusão,disillusion,3.29,1.86,2.90,1.66,4.30,1.34,9,4,CV.CV.CV.CVV,N,10.220,1.050,4.010,0,2.850
1167,desleal,disloyal,2.59,1.37,3.17,1.67,3.13,1.29,7,3,CVC.CV.VC,ADJ,3.864,0.687,3.587,0,2.900
1168,deslocação,dislocation,3.61,1.52,3.63,1.76,4.77,1.61,10,4,CVC.CV.CV.CVV,N,37.905,1.590,4.579,1,2.500
1169,desocupado,unoccupied,3.25,1.55,3.58,1.91,3.82,1.51,10,5,CV.CV.CV.CV.CV,"ADJ,V",0.733,0.239,2.865,1,2.200
1170,desordenado,messy,3.52,1.77,3.16,1.58,4.00,1.34,11,5,CV.CVC.CV.CV.CV,"ADJ,N,V",1.329,0.367,3.124,1,2.200
1171,despedida,farewell,4.23,2.09,3.84,2.09,4.77,1.36,9,4,CVC.CV.CV.CV,"ADJ,N,V",12.907,1.143,4.111,3,1.700
1172,despedimento,dismissal,3.72,1.80,4.10,1.91,4.74,1.70,12,5,CVC.CV.CV.CVC.CV,N,13.777,1.170,4.139,0,2.650
1173,desperdício,waste,3.48,1.82,3.29,1.60,5.23,1.36,11,4,CVC.CVC.CV.CVV,N,4.197,0.716,3.623,0,3.600
1174,despesa,expense,3.77,1.64,3.95,1.71,5.48,1.35,7,3,CVC.CV.CV,N,17.416,1.265,4.241,4,1.650
1175,despido,nude,5.35,1.25,4.88,1.60,5.04,1.36,7,3,CVC.CV.CV,"ADJ,V",1.598,0.415,3.203,2,1.800
1176,desportivo,sporting,4.94,1.73,4.61,1.59,5.08,1.39,10,4,CVC.CVC.CV.CV,ADJ,34.666,1.552,4.540,1,2.500
1177,desporto,sports,5.37,1.88,4.73,1.83,5.49,1.35,8,3,CVC.CVC.CV,N,104.126,2.022,5.018,1,1.850
1178,desprezo,contempt,3.66,1.93,2.65,1.49,4.18,1.18,8,3,CVC.CCV.CV,"N,V",9.517,1.022,3.979,3,1.750
1179,destemido,fearless,3.77,1.71,3.17,1.87,3.73,1.44,9,4,CVC.CV.CV.CV,ADJ,0.777,0.250,2.890,1,2.550
1180,destino,destiny,3.44,1.85,3.05,1.99,4.43,1.33,7,3,CVC.CV.CV,"N,V",79.626,1.907,4.901,2,1.750
1181,destreza,dexterity,3.23,1.99,2.97,1.75,3.13,1.29,8,3,CVC.CCV.CV,N,1.754,0.440,3.244,1,1.900
1182,destruição,destruction,4.56,1.92,4.14,1.56,4.19,1.42,10,4,CVC.CCV.V.CVV,N,38.013,1.591,4.580,1,2.700
1183,desvantagem,handicap,2.78,1.80,2.98,1.70,4.39,1.52,11,4,CVC.CVC.CV.CVC,N,11.613,1.101,4.065,0,2.900
1184,desvio,deflection,3.62,1.83,4.07,1.74,4.51,1.40,6,3,CVC.CV.V,"N,V",18.349,1.287,4.264,4,1.700
1185,detalhe,detail,3.25,2.04,3.29,1.68,4.86,1.37,7,3,CV.CV.CCV,"N,V",5.012,0.779,3.700,2,1.900
1186,detenção,detention,3.68,1.64,3.66,1.70,3.56,1.48,8,3,CV.CVC.CVV,N,30.709,1.501,4.487,2,1.900
1187,detido,arrested,4.03,1.61,4.33,2.12,3.81,1.42,6,3,CV.CV.CV,"ADJ,N,V",37.632,1.587,4.576,6,1.650
1188,deus,god,4.15,2.40,2.71,2.07,5.39,1.61,4,1,CVVC,"INT,N",12.487,1.130,4.097,3,1.600
1189,dever,duty,3.05,1.67,2.93,1.71,5.43,1.27,5,2,CV.CVC,"N,V",35.648,1.564,4.552,6,1.550
1190,devoção,devotion,3.44,1.91,2.63,1.47,3.36,1.47,7,3,CV.CV.CVV,N,5.691,0.826,3.755,0,2.350
1191,dia,day,5.37,1.51,5.66,1.54,6.84,0.37,3,2,CV.V,N,1027.086,3.012,6.012,12,1.000
1192,diabo,devil,5.76,1.39,4.66,2.36,3.70,1.51,5,3,CV.V.CV,"INT,N",14.891,1.201,4.173,1,1.900
1193,diálogo,dialogue,4.41,1.94,3.72,1.94,4.93,1.51,7,4,CV.V.CV.CV,N,86.871,1.944,4.939,1,2.500
1194,diamante,diamond,5.69,1.89,6.32,1.15,3.04,1.23,8,4,CV.V.CVC.CV,N,2.330,0.523,3.367,0,2.350
1195,diário,daily,5.48,1.49,5.38,1.52,4.98,1.66,6,3,CV.V.CVV,"ADJ,N",63.412,1.809,4.802,2,1.850
1196,dica,hint,3.02,1.79,3.61,1.93,4.37,1.38,4,2,CV.CV,N,0.630,0.212,2.800,13,1.150
1197,diferença,difference,3.53,1.91,2.93,1.63,5.78,1.18,9,4,CV.CV.CVC.CV,"N,V",89.094,1.955,4.950,0,2.350
1198,diferente,different,3.47,1.89,2.39,1.15,6.09,1.16,9,4,CV.CV.CVC.CV,ADJ,118.983,2.079,5.076,2,2.200
1199,difícil,difficult,3.05,1.96,3.12,1.91,5.96,1.14,7,3,CV.CV.CVC,ADJ,190.949,2.283,5.281,0,2.900
1200,dificuldade,dificulty,3.65,1.89,3.15,2.02,5.58,1.16,11,5,CV.CV.CVC.CV.CV,N,55.517,1.752,4.744,0,3.000
1201,difusão,diffusion,2.48,1.42,2.95,1.50,2.98,1.41,7,3,CV.CV.CVV,N,15.570,1.219,4.192,0,2.350
1202,dígito,digit,5.13,1.92,5.26,1.72,4.32,1.53,6,3,CV.CV.CV,N,0.401,0.146,2.603,1,1.900
1203,dignidade,dignity,3.36,1.84,3.27,1.88,4.29,1.29,9,4,CVC.CV.CV.CV,N,35.033,1.557,4.545,0,2.850
1204,digno,dignified,3.10,1.65,2.67,1.55,4.21,1.37,5,2,CVC.CV,"ADJ,V",10.953,1.078,4.040,3,1.650
1205,dilúvio,deluge,4.76,2.02,4.11,2.00,2.26,0.85,7,3,CV.CV.CVV,N,1.676,0.427,3.224,0,2.850
1206,dimensão,dimension,2.97,1.91,2.81,1.71,4.45,1.39,8,3,CV.CVC.CVV,N,82.597,1.922,4.917,0,2.650
1207,dinâmica,dynamics,3.43,1.92,2.67,1.35,4.33,1.44,8,4,CV.CV.CV.CV,"ADJ,N",24.451,1.406,4.388,1,2.650
1208,dinâmico,dynamic,3.16,1.56,2.97,1.70,4.54,1.27,8,4,CV.CV.CV.CV,ADJ,5.393,0.806,3.732,1,2.700
1209,dinamismo,dynamism,2.84,1.75,2.95,1.39,3.61,1.54,9,4,CV.CV.CVC.CV,N,9.409,1.017,3.974,0,2.800
1210,dinastia,dinasty,3.58,1.67,3.27,1.77,2.19,1.01,8,4,CV.CVC.CV.V,N,5.965,0.843,3.776,0,2.750
1211,dinheiro,money,6.51,0.89,6.39,0.88,6.65,0.64,8,3,CV.CCVV.CV,N,228.849,2.361,5.360,2,1.900
1212,dinossauro,dinosaur,6.34,1.00,6.22,1.24,2.78,0.92,10,4,CV.CVC.CVV.CV,N,4.255,0.721,3.629,0,3.550
1213,diocese,diocese,3.79,2.11,4.52,1.84,2.36,1.02,7,4,CV.V.CV.CV,N,11.515,1.097,4.061,0,2.700
1214,dióspiro,persimmon,5.58,1.99,6.60,0.86,3.12,1.32,8,4,CV.VC.CV.CV,N,0.010,0.004,0.991,1,2.600
1215,diploma,diploma,5.42,1.85,5.89,1.15,4.00,1.45,7,3,CV.CCV.CV,"N,V",47.144,1.683,4.673,0,2.300
1216,diplomacia,diplomacy,2.54,1.48,2.69,1.52,2.88,1.15,10,5,CV.CCV.CV.CV.V,N,27.890,1.461,4.446,0,2.850
1217,diplomata,diplomat,4.35,1.84,5.13,1.75,3.36,1.54,9,4,CV.CCV.CV.CV,N,19.268,1.307,4.285,2,2.350
1218,direcção,direction,3.82,1.82,3.98,1.81,5.16,1.44,8,3,CV.CVC.CVV,N,264.859,2.425,5.423,0,2.600
1219,directo,direct,3.54,1.87,3.73,1.88,5.53,1.21,7,3,CV.CVC.CV,"ADJ,N",63.988,1.813,4.806,3,1.800
1220,director,director,4.55,1.86,5.41,1.49,4.96,1.35,8,3,CV.CVC.CVC,"ADJ,N",207.554,2.319,5.317,1,2.100
1221,direita,right,4.15,2.16,4.97,1.98,6.27,0.87,7,3,CV.CVV.CV,"ADJ,N",103.022,2.017,5.013,2,1.850
1222,direito,right,4.11,1.90,3.44,1.81,5.67,1.37,7,3,CV.CVV.CV,"ADJ,ADV,N",244.648,2.390,5.389,2,1.850
1223,dirigente,ruling,4.21,1.73,4.98,1.45,3.90,1.56,9,4,CV.CV.CVC.CV,"ADJ,N",107.571,2.036,5.032,2,2.550
1224,disciplina,discipline,3.90,1.87,4.28,1.78,5.89,1.06,10,4,CVC.CV.CCV.CV,"N,V",33.587,1.539,4.526,2,2.000
1225,discípulo,disciple,4.15,1.87,4.28,1.87,2.82,0.94,9,4,CVC.CV.CV.CV,N,3.737,0.676,3.573,1,3.150
1226,disco,record,6.31,0.97,6.25,1.19,3.96,1.40,5,2,CVC.CV,"N,V",80.545,1.911,4.906,10,1.350
1227,discoteca,disco,6.19,1.11,6.18,1.13,4.70,1.31,9,4,CVC.CV.CV.CV,N,18.623,1.293,4.270,0,2.900
1228,discreto,discreet,2.90,1.75,2.58,1.34,4.47,1.31,8,3,CVC.CCV.CV,"ADJ,N",11.525,1.098,4.062,1,2.400
1229,discurso,speech,4.10,1.83,4.10,1.92,5.07,1.35,8,3,CVC.CVC.CV,"N,V",127.498,2.109,5.106,2,2.050
1230,discussão,discussion,4.22,1.82,3.97,1.56,4.71,1.32,9,3,CVC.CVC.CVV,N,113.897,2.060,5.057,0,2.900
1231,disforme,deformed,3.40,1.73,2.84,1.41,2.77,1.28,8,3,CVC.CVC.CV,"ADJ,V",0.713,0.234,2.853,0,2.300
1232,disparate,nonsense,3.61,1.80,2.98,1.25,5.15,1.46,9,4,CVC.CV.CV.CV,"N,V",5.027,0.780,3.701,1,1.850
1233,disparo,shooting,5.22,1.61,4.97,1.68,3.60,1.46,7,3,CVC.CV.CV,"N,V",5.569,0.818,3.746,2,1.800
1234,disponível,available,3.10,1.76,3.19,1.68,5.61,1.19,10,4,CVC.CV.CV.CVC,ADJ,45.463,1.667,4.658,0,3.400
1235,disposição,disposition,2.88,1.80,2.76,1.40,4.86,1.47,10,4,CVC.CV.CV.CVV,N,48.150,1.692,4.683,0,2.850
1236,dispositivo,device,4.32,1.89,5.00,1.75,4.66,1.63,11,5,CVC.CV.CV.CV.CV,N,13.156,1.151,4.119,2,2.700
1237,disputa,dispute,3.80,1.82,3.40,1.67,3.93,1.44,7,3,CVC.CV.CV,"N,V",34.735,1.553,4.541,3,1.650
1238,dissidente,dissident,2.83,1.72,2.91,1.47,2.06,1.01,10,4,CVC.CV.CVC.CV,"ADJ,N",6.771,0.891,3.831,0,2.800
1239,distância,distance,4.57,1.94,3.38,1.57,5.39,1.19,9,3,CVC.CVC.CVV,N,67.408,1.835,4.829,1,2.200
1240,distante,distant,3.82,2.00,3.38,1.67,4.76,1.33,8,3,CVC.CVC.CV,ADJ,17.475,1.267,4.242,0,1.950
1241,distinção,distinction,3.03,1.92,3.36,1.67,4.09,1.43,9,3,CVC.CVC.CVV,N,17.245,1.261,4.237,0,2.600
1242,distinto,distinct,2.77,1.69,3.41,1.89,4.29,1.50,8,3,CVC.CVC.CV,ADJ,3.664,0.669,3.564,2,2.050
1243,distribuição,distribution,3.39,1.79,3.79,1.59,4.58,1.35,12,5,CVC.CCV.CV.V.CVV,N,80.872,1.913,4.908,1,2.800
1244,distrito,district,4.08,2.03,4.18,1.94,4.40,1.44,8,3,CVC.CCV.CV,N,97.487,1.993,4.989,0,2.250
1245,ditado,saying,3.76,2.00,4.49,1.86,3.36,1.19,6,3,CV.CV.CV,"N,V",5.042,0.781,3.703,6,1.350
1246,ditador,dictator,4.33,1.94,4.53,1.93,3.20,1.02,7,3,CV.CV.CVC,N,10.587,1.064,4.025,4,1.700
1247,ditadura,dictatorship,3.90,2.01,3.81,2.04,3.34,1.02,8,4,CV.CV.CV.CV,N,23.577,1.391,4.373,1,2.500
1248,ditongo,diphthong,3.48,2.17,3.74,2.06,2.18,0.98,7,3,CV.CVC.CV,"N,V",0.098,0.041,1.990,0,2.550
1249,divã,divan,5.00,2.10,5.71,1.59,2.63,1.17,4,2,CV.CV,N,0.855,0.268,2.932,2,1.850
1250,divergência,divergence,3.33,1.85,2.51,1.34,4.25,1.39,11,4,CV.CVC.CVC.CVV,N,6.537,0.877,3.815,0,3.200
1251,diversão,fun,5.12,1.52,3.40,1.78,5.25,1.39,8,3,CV.CVC.CVV,N,6.981,0.902,3.844,0,2.200
1252,diversidade,diversity,4.00,1.87,3.02,1.82,4.57,1.36,11,5,CV.CVC.CV.CV.CV,N,19.087,1.303,4.281,0,3.150
1253,divertido,amusing,4.40,1.80,3.71,2.03,5.62,1.25,9,4,CV.CVC.CV.CV,"ADJ,V",8.686,0.986,3.939,2,1.800
1254,dívida,debt,3.85,1.88,4.02,1.62,4.34,1.69,6,3,CV.CV.CV,N,64.418,1.816,4.809,6,1.650
